rest,rating,reviews
Tim Ho Wan,4,"Finally got to try this ""cheap"" Michelin star restaurant in Hong Kong and I think I ordered everything off the menu! I can in a weekday afternoon about 1 hour and 3 mins before they closed and there was no wait. We got seated right away. The seating is kinda tight, and after being seated for awhile we were moved again because our table was awkwardly in the middle. I had the famous pork buns and they were quite good though I felt like I've had better. We tried several of the dumplings, sticky rice, and even the fried taro cake. Even though it didn't look or taste like taro so I don't know if there was a mix-up. Overall it was a tasty experience but it didn't blow me away. For the price, it's worth going at least once."
Tim Ho Wan,5,"Known as the cheapest Michelin Star Restaurant for dim sum, Tim Ho Wan definitely lived up to it's hype. This is supposed to be the original location. We read that we should arrive 30 mins before the opening and you definitely should, as a line was definitely growing when we were approaching the restaurant at that time. Once in line, we were given an order form to check off our desired items; they also have an English version of the order list. Tables are shared in the restaurant, so you might be seated next to strangers if your party is not large enough for an entire table. Staff members bring the dim sum to your table when it's ready. And if you want to order more, all you have to do is update your order form and give it to the staff member. The dim sum were awesome and so much tastier than the other dim sum that we were used to. The best had to be the bbq pork buns (cha sui bao). But we also enjoyed the har gao and sui mai. Cash only so be prepared."
Tim Ho Wan,4,"We came here because it was said to be the cheapest Michelin star restaurant and we were not disappointed! Four of us came at regular dinner time on a Wednesday and we did not have to wait. The baked pork buns were definitely the star, and the one dish that stood out. I'm not sure if they're just not common in North America but I've never had baked buns with a sugary crust like that. It's sweet and sort of melts in your mouth. Everything else on the menu was pretty standard, but very well done. Dumplings were cooked perfectly, fried items were perfectly crispy, etc. I think the high turnover at the restaurant makes it so that everything is constantly being cooked and so none of it sits and overcooks. So so cheap, but most everything was cheap to me coming from the US/Canada. Cash only!"
Tim Ho Wan,5,"You know I had to try Tim Ho Wan while I was living life in Hong Kong, right? This should definitely be on your checklist, just make sure you actually check it off. I get it, the lines are SUPER long, the wait time is pathetic, but it's worth it! Trust me, I came solo and had to wait 30 minutes. But I was in food heaven, I tell ya! Tim Ho Wan is known as ""The world's cheapest Michelin restaurant."" Mind you, they used to be a little hole in the wall restaurant in 2011. Yea, yea, I'm sure you already know they were known for their Michelin Star type of dishes, but it is more to it than just that. They are also best known for their delicious Dim Sum. Tim Ho Wan has opened several locations in many different areas of the world, such as Hong Kong, New York, and Hawaii. honestly- I wouldn't be surprised if they make their way to San Francisco. (Humm!) The process is easy. They have paper menus on the table and you check what you would like to order. They leave the menu on the table in case you are still hungry, you can always add on from the menu if you would like. The dishes do come out quickly, which is a HUGE plus! The service is great! My server made sure to check on me every chance they get. The dishes are also very reasonable. Everything ranges from $5-$10. My all-time favorite dishes were the Siu Mai, Shrimp and Chive Dumplings, and delicious Fried Rice (I am such a rice lover!). Did you know they have 29 different dishes to choose from? Choose wisely, Y'all! Taking MTR to get here? No worries! It's located between Prince Edward and Sham Shui Po. I can't wait to visit more locations around the world, but whenever I am in HK, I will definitely make this my last stop before I leave."
Tim Ho Wan,3,"3.8 StarsFirst off, I have heard nothing but good things about this restaurant and especially this particular location because of its ""Micheline Guide"" status. First impressions,  not a fancy looking restaurant inside or out, you would not even notice it if you were walking by if not for the big crowd out front.The restaurant opens at 10am so the 2 of us went and arrived about 10mins after 10am.  Luckily we got one of the last ""tables"" (as we were seated with another 4 people). We ordered:Shrimp Dumplings - very small in size, good flavourChicken Feet - small portion, good flavourSteamed Spareribs- small portion, good flavourSteamed Beef Rice Roll - good flavourPan Fried Radish Cake - found it very delicate, not much substance.The service was really fast, but it was a bit rude.  Their main goal is to turn over as many tables as possible, so it's not a normal dim sum meal like we're accustomed to here in Vancouver.  Overall the dim sum was good but didn't blow me away.  The price surprising was quite cheap especially for Hong Kong.Overall Experience:Service - 6.5/10Cleanliness - 7/10Food - 8/10Value - 9/10Parking - N/A"
Tim Ho Wan,5,"This is the real dim sum, and the means a lot of things. Service is slow, this restaurant is not ritzy, and you need to accept that you will spend the better part of your meal listening to your neighbors chew. This is an authentic experience, and you'd be dumb to miss it. The menu is impressive, and I dare you to think of a staple that they don't serve. I live for the Shrimp Dumplings, and I've never seen anything so succulent and so perfect crafted. It is very difficult to make these not fall apart, and I don't know how they did it. Other favorites: meaty Shu Mai; a fluffy, bare-there Steamed Egg Cake; al dente shrimp Vermicelli Rolls rolls; impossibly tender Spareribs, Steamed Beancurd Rolls - the only good ones I've seen. The Crispy Beef Brisket is melt-in-your-mouth fatty and savory, but this one is really heavy .These are the Baked Buns with bbq pork that put this place on the Michelin map. The pineapple crust is divine, and the bun shrouds the melty, juicy pork like a cloud.I've had ""turnip cakes"", but I've never had Turnip Cakes. Turns out they're not supposed to be bland AF gelatin. These are fresh and sweet, and the dried shrimp gives them a fantastic flavor. Steamed Rice sounds simple, but it's worth a try. It's comfort food: tender ground beef with a runny fried egg to mix in. Dessert takes it up a notch with Deep Fried Sesame Balls filled with custard cream. The damage: 280 hkd. For all that. It's barely $40 US at the market rate of exchange, and in a big city like Hong Kong, it's unheard of to get food this good at a price this cheap!"
Tim Ho Wan,5,"Yes, it is completely worth it to trek to this location. It was so insanely good, it almost brought tears to my eyes. The entire experience was amazing. The chinese cook in the front steaming room making dim sum to the authentic lack of customer service exceeded all of my expectations for a dim sum place in Hong Kong. You can get the high end, good service anywhere but this is the real deal. The most tasty, melty dim sum I've ever had in my life. Like multiple levels higher than the most tasty dim sum in San Gabriel Valley. If you go to Hong Kong (the motherland), make a stop here if you love dim sum and you will be able to tell a difference between the dim sum you've had and this place. Melty goodness."
Tim Ho Wan,5,"I've heard so much about their famous baked bbq buns, I knew I had to try it during my stay in HK. They were soft and warm and the sweet crust was perfect!Also ordered other dim sum classics such as shrimp dumplings, rice noodle rolls, pork ribs, etc. While nothing else stood out compared to other dim sum places I've tried, everything was still very well done. It's also surprisingly inexpensive! For a super filling meal, it came out to just under 10 usd per person."
Tim Ho Wan,3,Traveling on a budget? This a great inexpensive place with quick and friendly service. In order is less than 3 dollars US dollars. They the mango soup with has a hint of ginger.
Tim Ho Wan,5,This was definitely the best dim sum place I had while in HK (but I did only go to three) and the pineapple pork buns alone were enough to see why this place got a Michelin Star. It was crispy but soft and the savory flavor of the pork fell in perfectly with the dough of the bun itself.If you go here you absolutely must get the brown sugar cage and the pork bun pineapple cake! We got a variety of items of around 9-10 dishes and our total bill came out to be $23 usd . That quality. That price. American dim sum will never taste the same now lol.I highly recommend going here. We came when it first opened at around 11 and there was no wait at all.
Tim Ho Wan,5,Its Tim Ho Wan.Get all the classic dim sum dishes and eat until your heart is content.Cheap eats and located all around Hong Kong. Enjoy!
Tim Ho Wan,3,"Well, it does have 1 Michelin star, but the whole experience was pretty mediocre. Came here because this is supposedly the first location of this dim sum chain and plus it was featured on multiple media outposts. We ordered a few dim sum dishes, the prices are ok, although we did find several other dim sum places that had way better tasting food and costed much less. The food was very mediocre in both presentation and taste, considering the prices. The service was fast and efficient but very very basic. We still felt very rushed when technically, dim sum is suppose to be a social thing that takes a long time to eat your meal. The restaurant was also kind of old and beat down, and the table and floors are not very clean. The bathroom was also not very clean. Honestly, we found so many other dim sum places in town that does not have a michelin star but had way better food, cheaper and better service. This place is kind of a hype."
Tim Ho Wan,5,"PSA: NOT ALL DIM SUM ARE CREATED EQUAL. You can categorize this review under the bucket of ""Beating A Dead Horse"", but I am joining the masses when it comes to singing praises for Tim Ho Wan. Every dish on the menu is something you can find in just about any dim sum restaurant across the world, and yet each dish is just definitively tastier than the same dish you've ordered over and over again in your past. Standouts include baked bbq pork bun, steamed shrimp dumplings, phoenix talons in abalone sauce, glutinous rice dumpling, and the egg yolk sesame dessert. We ordered 10+ dishes and the total came out to be ~$23 USD. I will not ever, ever, ever complain about Michelin star rated food for the price of fast food."
Tim Ho Wan,5,"Best Dim Sum ever!!! Everything we ordered was tasty. The best thing on the menu was the BBQ pork bun. It was like no other BBQ pork bun I've ever head. Be prepared for a wait and fill out the menu while you wait. Very inexpensive. It cost around $43USD for 4 people, around 12 dishes."
Tim Ho Wan,2,"So over-rated!!  You have to deal with pushy mainland Chinese tourists who don't know how to queue or stand out of the way.  So the entrance is blocked and you have to push your way in when your number is called.  If your whole party is not standing right at the entrance when they call your number, they give your table to another party.  Then your blocking the entrance and people are yelling at you.  The dim sum is fine (nothing special) and if you're here just for the pork buns, there are other places that have better pork buns than this place.  The skins of the dumpling are pretty good, the filling is ok.  The Chiu Chau dumpling fillig is a little fishy, the meatballs have a mushy consistency, and the pork bun itself is sweet and flaky (different - but not super special).  The Soy sauce noodles are good.  The ladies serving are pretty mean.  They are very concrete.  If you want to add or change anything... you can't, and you'll be met with lots of attitude.  They also just slap down your dish on the table as if it were slop.The aggrevation of just getting a table is not worth it.  Let all the mainland Chinese be the new American asshole and eat here.  F ""forget"" this place."
Tim Ho Wan,4,"Finally made it to this establishment. It was not disappointing. The shrimp har gaw was outstanding. So much better than what you'll get at even the better dim sum places in the US. We don't eat meat, so the menu, already not extensive (not a criticism; do fewer dishes better is a good thing), left few choices. Everything was quite good, save for the veggie dish. Getting stir fried iceberg lettuce was not expected. Dessert was delicious. Be sure to get the Mala cake. Final tab was so affordable, especially for such quality. Will certainly return again."
Tim Ho Wan,5,"One of the less busy Tim Ho Wans.  I got lucky the first day (a Sunday morning around when they opened) and had no wait. The second time I tried, a Friday around the same time, there was a one hour wait.  This place is famous for their baked BBQ pork buns, which has a bit of a pineapple bun top to it.  For $20HKD it is a steal of a michelin star.  I had so many of those suckers! So, so good. I come from a heavy populated Cantonese area and these are still the best I've ever had.  The bun is crispy, flaky, airy and filled with tasty BBQ pork.Pro-Tip: If you want to skip the line, just ask to order to-go.  Go up to the register and place your order.  Takes only a few minutes to get your food."
Tim Ho Wan,5,It's how we do Michelin star dining. The prices here are very reasonable and the food is delicious. Just order everything. You really can't go wrong.This was also similar to the new York City location.  Good and I'm glad I didn't encounter a wait when I went.
Tim Ho Wan,5,"Hands down the best dim sum I have ever had. They have each and every meal painted down to a science-- SO CONSISTENTLY AMAZING. The line here starts even before the place opens, and I came here on a weekday (though obviously I didn't have to wait because the restaurant wasn't small and there were plenty of seats).When you are first seated, there is an extra bowl in front of you-- use that to pour some tea in to wash your chopsticks and cups. I don't think their utensils are dirty, so I opted not to do this, but it is tradition for a lot of Chinese people-- so in case you were wondering, that's that!The lotus leaf wrap is by far the most unique thing that I have ever had. It is usually very small and lacking in stuffing when I have it in other restaurants, but you will find yourself with a generous portion of food here. I also LOVED the pork buns, they were like crack. PURE CRACK. IT WAS SO AMAZING, I don't know how I will ever eat any other pork bun ever again without feeling disappointment.Everything else here is amazing too, but I don't have a special need to call them out. This place does not serve milk tea or coffee, but whatever."
Tim Ho Wan,5,"Known as the cheapest 1-Michelin star restaurant at the time (2015), it did not disappoint. Everything we had here while we were in HK was pretty good, but the star of the show was the Baked BBQ Pork Buns.When I tried this again in NYC, it just wasn't the same. I'm not sure if it was because they were still working out the kinks, since it newly opened. The only thing that was good were the BBQ pork buns. However, it was overly sweet when I had it in NYC.In Hong Kong, it was perfect. We went right when it opened, so there wasn't a wait. If you go any later, expect a long queue. Definitely try this place in HK because it's the best location I've had it at!"
Tim Ho Wan,3,We arrived 20 minutes before opening on a Wednesday so didn't have to wait at all. They had the usual dim sum items on the menu. They're baked char siu baos were particularly yummy but everything else was pretty average. If you want a decent dim sum experience I'd recommend going elsewhere so you don't need to wait in line.
Tim Ho Wan,5,"Best Dim Sum I've had in my life. I've had a hatred for dim sum ever since my parents forced me to eat bad dim sum when I was a kid, but this place has healed me of those scars. I am too lazy to write about every single dish here so I'll focus on the most important one. BBQ Pork Buns - 5/5. The bun itself tasted like a sweet biscuit and had this amazing, slightly crunchy texture. The filling itself was full of flavor without being overpowering, which was impressive given how sweet the biscuit was already. Easily the best and most memorable thing on the menu, and it would be a crime to not get this here. This is coming from someone who hates BBQ Pork Buns normally, so this was exceptional.The Rest - 4.5/5. Everything else here was at least as good as the best dim sum places I've had in San Francisco/ Los Angeles, which is impressive since it's rare for a place to have so many good things on the menu. The wonton in Chili Oil was interesting since it was just drenched in diluted vinegar sauce, which worked since the sauce was watery enough to not stick onto the wontons. The turnip cake was super soft and had turnip chunks that tasted very fresh. Shu mai and the shrimp rice rolls had the nice fresh shrimp flavor to it, etc etc."
Tim Ho Wan,5,"second time @ THW.?.the original location is near Kwong Wa hospital, near Wah Yun school. Luckily, the wait was not too painful. Not bad at all!Helped a Brasilian navigate the menu, between what he liked, and its most famous dishes. Resisted the urge to go a third time to Singapore's, since I knew there was also a branch there.And now, with IFC ( think coming to NYC too) having its very own branch, omg....I know where my next visit will be:)Food no joke. Yummy and this time, 3 people had more willpower, instead of 2, ordering practically the whole menu."
Tim Ho Wan,5,"This is some of the best dim sum that I have had. The restaraunt is smaller, so my party of three had to wait for an hour and 15 minutes, but it was worth it. We started off by getting someone else's salted egg bun, which was quite good (sorry to whoever's that was). Then, our meal finally came. It started with the baked pork bun. They were DELICIOUS!!!! The filling was sweet yet savory and the bun itself was thin, crispy, and sweet. The shrimp dumplings were quite good, the wrapper was thin so it had more filling than most others that I've had. The turnip cake was good too, the sauce being the star. The beef brisket noodles were delicious and provided some great flavor to the noodle. The eggplant with fish cake in black bean sauce was quite good, and the eggplant itself tasted quite good. The worst thing that we tried was the steamed dumpling with turnip and chives. It was not my favorite as the turnip was quite crunchy and the chives provided little flavor. For dessert we had the osmanthus tea jelly. This was quite good and was refreshing in the 90-degree heat. Overall an excellent meal that I would reccomend to anyone in Hong Kong."
Tim Ho Wan,3,"Overall: 3/5. Quality okay, but overhyped and slightly expensive as a result.Sponge cake (馬拉糕): 5/5.Shrimp dumplings (蝦餃): 4/5.Pan fried turnip cake (蘿蔔糕): 3/5.Salt water horn (鹹水角): 3/5.Steamed rice rolls with BBQ pork (叉燒腸粉): 2/5.Wait time: 0/5."
Tim Ho Wan,5,"I dined at the original Tim Ho Wan in 2011 when it was just a hole-in-the-wall in Mong Kok. The old venue seated 30 people at most and had hours-long waits almost all day long. These days, Tim Ho Wan is an international dim sum empire, thanks to the Michelin rating and associated ""cheapest Michelin meal in the world"" hype this now-closed initial outlet received. Here in Hong Kong there are now many outlets, two of which retain the Michelin rating.This particular outlet in between Prince Edward and Sham Shui Po MTR stations is one of them, and as such it's a good way to mark my 1600th Yelp review. It looks like it can seat at least 100 people, and when I came in late in the day, there wasn't any wait. (In a nod to true Hong Kong-style dining, however, you will have to share a table with others.) Prices have gone up a bit since my 2011 meal, but with most menu items costing HK $15-28 each, things are still affordable given the quality.And on the subject of quality, all the dim sum you order here will be quite solid and satisfying, whether a BBQ pork vermicelli roll (cheong fun), steamed fresh shrimp dumplings (har gow), steamed pork dumplings with shrimp (siu mai), or some nicely fried spring rolls. Service is also super fast and efficient - just write your order down on the menu, flag down a server, and you'll get your items within minutes. It was all very solid, but not quite as memorable as my first Tim Ho Wan experience in 2011, although in that case waiting around for 90 minutes and getting super hungry as a result may have primed my taste buds quite a bit. With all the Tim Ho Wans popping up all over the place, you shouldn't have to wait too long now.Nevertheless, despite the let-down factor of being good, but not exceptionally mind-blowing like my first visit, it's all still quality dim sum, and I'd bump up an otherwise 4.5 star review to 5 stars from a Yelp perspective. Do come with a good appetite so you can try all the quality, inexpensive offerings here."
Tim Ho Wan,4,"Just like any Kowloon restaurants and cafes, this place is busy. We actually were seated right away and asked if we wanted the Chinese or English order form. I thought it was nice we had options. The service was efficient, but not too attentive (as I said this place was busy). Once we handed the order form the food came out relatively fast. The price was really good, and the food flavourful. Nothing spectacular, but it was delicious. The ambiance was hurried so it's not a place where you can relax and fully enjoy the food, however, as long as you know what you want you can still savour the food and be satisfied."
Tim Ho Wan,3,"im probably the black sheep here but i dont' get the hype for tim ho wan!!i remember coming here about 5 years back when we visited hong kong and thinking, ""thats good dim sum"".  we went back again this year and it just wasn't spectacular.  there are crowds of people waiting outside on the street, unless you get there at opening, you're looking at a minimum of 20 minutes.  you get in to the super cramped restaurant and have to clean your dishes (ugh, my least favorite part of HK) with the very minimal amount of space and napkins they provide and place your orders in ASAP, additional orders will cost additional money (say what??).  the only thing thats ""special"" i'd say, is the pineapple bun char siu bao.  that is pretty good.  i'd def recommend coming because it has michelin stars galore and is a ""must go"" if you viist, but plan your trip wisely.  come early, get that checked off your list, and move along to all the street food that awaits :)"
Tim Ho Wan,5,This dim sum was amazing. I eat dim sum a lot in CA but it is a little different here. The siu mai was so juicy. The chashu pork buns was DELICIOUS. The outside is a little crispy and sweet. The inside is meaty and salty. I ordered it again after trying it the first time. The ha gao skin and anything with the transparent skin are very delicate. They just break apart but still very delicious. The turnip cakes were really yummy too. I loved everything
Tim Ho Wan,5,"Tim Ho Wan is the World's Cheapest Michelin-starred Restaurant. Ordered 11 dishes plus 2 teas for $226 HKD ~ $31.17 USDTina's Travel and Tabloid- Get a number and you'll wait a good 30 minutes. - Use tea on table to wash your utensils and pour into big bowl. DON'T DRINK IT! - Too many good dishes to post, but had to choose the baked bun with BBQ pork as my favorite dish! My mom and I looked like pigs eating so much, we had to get to-go boxes too! Eyes are way bigger than our stomach.- Various locations, but this one is located on on Fuk Wing Street and the most popular one as it's one of the cheapest Michelin starred restaurant!- Communal tables, once again! Get used to it. - Must order the pork buns and turnip cake!- All worth it for the price (takes credit card) - fast, good, and popular!"
Tim Ho Wan,5,"I love how this city is bustling with these wonderful Michelin star restaurants....and the great thing is that they are super affordable and food is always sooo yummy!! I thought I knew dim sum until I got a taste of what this place is all about...I am truly enlightened! And omg it's no wonder they are famous for those amazing BBQ pork buns bc these little buns are seriously out of this world! I can probably eat a whole carton and still crave for more. Shu Mai, sticky rice wrapped in banana leaf, cheong fun, hakao were also very very tasty as well. This place opens at 10 am so I suggest getting there right when it opens or you'll be expected to wait. But even then, these Hong Kong restaurants are quite efficient with their seating arrangements bc they'll be filling every seat that is open even if you have to sit among strangers. Getting in and out and is always a breeze. Such an amazing dim sum experience. The only Tim Ho Wan that exists in the US is in NYC. I sure hope that they one day make their way out to LA!!"
Tim Ho Wan,4,"The taste of the dim sum were light and balanced. Nothing was over the top, neither very good or bad. Everything was just done greatly.I the baked BBQ sauce buns were a slight let down for me. I was expecting more. The sticky rice in a leaf is one of my favourite."
Tim Ho Wan,4,My first Michelin star restaurant and I'm happy to have had the experience at Tim Ho Wan. This place was on our list of places to try out while visiting Hong Kong. It is very affordable and comparable to dim sum prices in Boston. The food is definitely more fresh as all the items are softer and less salty compared to the places in the states.
Tim Ho Wan,5,"I've been dreaming about coming back to Tim Ho Wan ever since my first visit to their original location four years ago. All you need to know is it's a one star Michelin rated restaurant at a shockingly affordable price. They've expanded to five locations in Hong Kong!I dropped in on a Saturday during an odd hour (around 5:15pm) hoping to avoid having to wait. Hit the jackpot! I got seated right away. Guess there are pros to traveling solo. The menu is short and sweet: steamed, deep fried, steamed rice, congee, vermicelli (aka. rice rolls) and desserts. Tick what you want off the list and flag down a waitress.I got lucky and ended up chatting with another solo travel that was seated beside me. We ended up sharing several dishes.- Tea ($2 HKD) - they drop off a pot automatically at your table. At least it's a big pot.- Ha jiao ($28 HKD) - they're a bit tinier than normal but good skin and quality shrimp. - Pan-fried turnip cake ($15 HKD) - comes with a side of hot sauce. Cheap but just average. - Baked bun with BBQ pork ($20 HKD) - 100% a must get. You get three of these babies and they're amazing. Flaky, buttery, sweet, umami goodness. This is THE reason to come to THW. - Steamed beancurd skin roll filled with pork & vegetable ($16 HKD) - three tasty stuffed beancurds. I'd get it again.  - Wonton in chili sauce ($24 HKD) - pretty meh. Don't bother getting this one. - Siu mai ($28 HKD) - tiny like the ha jiao but packed with meat and flavour. - Vermicelli roll stuffed with BBQ pork ($23 HKD) - these were actually delicious. I wasn't expecting them to be this good but the texture was fantastic.- Steamed dumpling in chiu chow style ($14 HKD) - these are totally worth the price. You get three pieces and it's stuffed with chopped peanuts, chives, radish, mushroom and dried shrimp/ground pork. Solid. Get the baked bun with BBQ pork! Everything else is bonus."
Tim Ho Wan,5,Great place for dim sum. Michelin Star rated. The pork buns are to die for!  The Shiao Mai is he best I've ever had (the mushrooms make it taste so good)!
Tim Ho Wan,5,"Another not to miss spot in HKG. Small unassuming eatery... crowded, busy and bustling with staff moving ordered dim sum from kitchen to anticipating tables. We lucked out...walked in 40mins after they opened and no wait!! I can't add anymore than what's already been said about this Michelin star dim sum restaurant.  I would like to quote my nephew when he sent pictures of our meal to family. He said,  ""doesn't look terribly different but the quality and taste is unreal"". One note...do not miss the baked char siu bun...order two right away and you'll probably order another!"
Tim Ho Wan,5,"Huge fan of their prices. Huge fan of their har gao--5/5 (shrimp dumplings). Great shu mai--5/5 and lo bo gao--5/5 as well. BBQ pork buns--2/5? eh. maybe just different preferences. This place is as good as the best dim sum in SF, for sure, but not much better. The har gao was certainly my #1, though."
Tim Ho Wan,5,"Only 2 words for you: Pork Buns!  Worth the many hours of travelling to Hong Kong.This restaurant is great.  You will not be disappointed and the dim sum prices are very reasonable.The group ate very well on the cheap, food items are tasty, and the service was fast.Thank u for taking the time to read my post of this restaurant."
Tim Ho Wan,5,"My first Michelin star experience. I'm used to eating mediocre dim sum in Toronto, Canada. After eating here, I do not want to eat any dim sum in Toronto again. The rice noodle roll was perfect. The roll was thin and the meat was tender and juicy. Almost every table I saw ordered the baked BBQ pork buns so I followed suit. They were by far the most delicious BBQ pork buns I've ever had. The only food I did not like was the beef ball because it was too salty and rather unique tasting. I came here 3 times in a span of 2 weeks because the food was so good. The wait times were not as bad as I had imagined them to be."
